,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,site,date,sub,ses,rec,run
111,14.0,23.23478042698752,22.84422412481853,14.142862185685583,34.01803186437469,20.77252698031148,22,130224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,130224,LLRv1,01
112,1.0,0.447975668642256,0.4406353533267975,0.3430850505828857,0.5590390563011169,0.0040669967168433,18,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
113,2.0,0.4438177440315485,0.437225729227066,0.3521537780761719,0.5370017886161804,0.0026627472146198,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
114,3.0,0.4591349549591541,0.4607788920402527,0.3464010059833526,0.5627712607383728,0.0034525369390132,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
115,4.0,0.4020496782134561,0.4019317328929901,0.3215299248695373,0.479047954082489,0.0024601261170639,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
116,5.0,0.3120091399177909,0.3306735455989837,0.2373321801424026,0.3560835123062134,0.0013630655810238,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
117,6.0,0.276016085408628,0.2768847197294235,0.2474014014005661,0.2963668704032898,0.0001850882688743,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
118,7.0,0.2280472321435809,0.2295519560575485,0.2043591290712356,0.2445537745952606,0.0001117480508375,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
119,8.0,0.1850257275833023,0.185554951429367,0.173213928937912,0.1929499208927154,3.0125866532902555e-05,18,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
120,9.0,0.1424604575423633,0.1421835422515869,0.1409718990325927,0.1442599594593048,1.1947855759424532e-06,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
121,10.0,0.1018274226225912,0.1005229242146015,0.0977771878242492,0.109270729124546,1.1352409820313816e-05,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
122,11.0,0.0822499659843742,0.0812234356999397,0.0790962427854538,0.0885758474469184,7.196402266394569e-06,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
123,12.0,0.0696478170507094,0.0676877498626709,0.060645081102848,0.0929876044392585,5.610379807558636e-05,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
124,13.0,0.0564639040214173,0.0553338266909122,0.0476138144731521,0.0691287592053413,4.862198478695695e-05,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
125,14.0,0.0448214116040617,0.0430139303207397,0.0371094159781932,0.0609291270375251,4.691722723159595e-05,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
126,1.0,2.278028466794737,2.2694766633408925,1.7887837866221763,2.9147291562283053,0.1051045041546797,18,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
127,2.0,2.284554647394755,2.288173577022583,1.8621911904184465,2.8396685262416725,0.0741826112939783,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
128,3.0,2.214881202387084,2.1709510664166687,1.776920873123425,2.8868276440515244,0.0849095237904919,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
129,4.0,2.526134141255932,2.4879846953170004,2.087473689174354,3.110130419138299,0.1003066216042752,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
130,5.0,3.254322358949861,3.024458574257636,2.808329971594,4.213503619273147,0.1754104225856835,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
131,6.0,3.632102553987741,3.6117928733361806,3.374196308241947,4.042014290698807,0.0343911910885179,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
132,7.0,4.394767130906159,4.356381930873022,4.089080210088811,4.893346358172329,0.044023013859473,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
133,8.0,5.409498232287911,5.389271231225164,5.1826919408587,5.7732077675949895,0.0266975753169583,18,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
134,9.0,7.0199038196877,7.033162799042862,6.931930410545389,7.093612321763499,0.0028850451036919,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
135,10.0,9.830947683834369,9.94798514804168,9.151581654225136,10.227334435077651,0.0991058001936665,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
136,11.0,12.17063612672952,12.311812574314448,11.289759328571792,12.642825560152968,0.1488382175096081,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
137,12.0,14.5014211988505,14.773722010686749,10.75412154157838,16.489383505054583,1.814016315327784,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
138,13.0,17.96935879236154,18.072128023710945,14.465759424808734,21.00230807098781,4.450645020237511,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
139,14.0,22.781571869585207,23.25888089830859,16.412511529733845,26.94733866433341,9.687679516703874,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
140,1.0,0.5360447934695652,0.5611226558685303,0.3288198709487915,0.7069128155708313,0.012851540828857,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
141,2.0,0.5189112382275718,0.5408487915992737,0.3368205428123474,0.691985011100769,0.0100966502558151,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
142,3.0,0.4980719784895579,0.5119697451591492,0.3434556722640991,0.6641388535499573,0.008065649608973,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
143,4.0,0.4371041130451929,0.4423117041587829,0.3333644866943359,0.5099695920944214,0.0030071153967165,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
144,5.0,0.3558875024318695,0.3607651591300964,0.2904286384582519,0.404473215341568,0.0010800836207558,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
145,6.0,0.3153522617760159,0.3256771564483642,0.2497863322496414,0.3553187847137451,0.0008046092161425,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
146,7.0,0.2729959551777158,0.2730590999126434,0.2457633316516876,0.2942676842212677,0.0002360337510772,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
147,8.0,0.2034588068723678,0.2035766616463661,0.1838296800851822,0.2168711274862289,7.114183569746136e-05,20,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
148,9.0,0.1582837870175188,0.1582692563533783,0.1535987854003906,0.1626627594232559,4.739661382889846e-06,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
149,10.0,0.1140864739815394,0.113908939063549,0.1100076287984848,0.1195938140153884,7.5670180829172095e-06,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
150,11.0,0.0950945104387673,0.095177948474884,0.0906311944127082,0.1026126518845558,1.0507557047039283e-05,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
151,12.0,0.0774141661822795,0.0768610201776027,0.0694554671645164,0.0978544205427169,3.53048920872146e-05,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
152,13.0,0.0650530931140695,0.0658990293741226,0.0514900125563144,0.0865569487214088,6.764503335672341e-05,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
153,14.0,0.058717428750935,0.0593457072973251,0.0462218858301639,0.0722728297114372,6.183747176033678e-05,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
154,1.0,1.9622738095482413,1.7821415505887142,1.414601600046678,3.041178737509249,0.2204415926497727,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
155,2.0,2.0075949131262094,1.84894561203147,1.445118006832632,2.968940052320767,0.1800841965976466,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
156,3.0,2.080272136478478,1.9532404198789977,1.505709227302087,2.9115838833229497,0.1684356794104304,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
157,4.0,2.3275160430226243,2.260849058701408,1.960901229214563,2.999719645952889,0.1016022204189235,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
158,5.0,2.8357396909842256,2.7720711021983737,2.472351597263428,3.4431866130989226,0.0791107701158914,22,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
159,6.0,3.1990169190268736,3.0705254581113026,2.814374142379296,4.003421608355176,0.0975550303625163,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
160,7.0,3.674925333706644,3.662210855891337,3.3982664547292707,4.068955255771303,0.0445785173069935,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
161,8.0,4.923630091158598,4.912348902128299,4.611033343124473,5.439817985521295,0.043464590656179,20,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
162,9.0,6.318963281089446,6.31838119119391,6.147688650712942,6.510468148516081,0.007573789918182,22,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
163,10.0,8.770339275859639,8.778942269334163,8.361636496276697,9.090278655417883,0.0440405667393868,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
164,11.0,10.527836594870967,10.506635965372396,9.745386963832182,11.03372857965756,0.123748537417409,22,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
165,12.0,12.986344755301154,13.010729608441585,10.219262394624922,14.397714691506415,0.816485933030011,22,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
166,13.0,15.610999628511262,15.174730333625858,11.55308747329562,19.421242107997216,3.657867974453466,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
167,14.0,17.340930776238928,16.85041843026568,13.836458375750428,21.63477283627856,5.439461994008733,21,140224,P0001,R4,R1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
168,1.0,1.2966471910476685,1.3065359592437744,0.8077426552772522,2.013785123825073,0.0966453822976188,17,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
169,2.0,1.2390221580863,1.2057920694351196,0.877907395362854,1.7489043474197388,0.0520618180561868,16,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
170,3.0,0.9178714603185654,0.9094069004058838,0.7740060091018677,1.1187260150909424,0.0089465010427736,16,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
171,4.0,0.6204629568826585,0.620843768119812,0.5231999158859253,0.7028036117553711,0.0027268624995193,21,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
172,5.0,0.4571240889398675,0.4636442065238952,0.3946719765663147,0.4939375519752502,0.000663210680835,19,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
173,6.0,0.3594062328338623,0.3581279814243316,0.3348894715309143,0.3785293102264404,8.710886856652975e-05,18,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
174,7.0,0.2645890256389975,0.2683678567409515,0.241303265094757,0.2743546664714813,8.208212048886523e-05,16,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
175,8.0,0.1946829749005181,0.1956132650375366,0.1829894334077835,0.2028036266565323,2.74427060730409e-05,21,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
176,9.0,0.1423435691330168,0.1424363926053047,0.1412104815244674,0.143246054649353,3.6474443378103437e-07,18,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
177,10.0,0.0964395693119834,0.0959026515483856,0.0932861790060997,0.1002307459712028,3.664154857457416e-06,17,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
178,11.0,0.0732047458489735,0.0732354559004306,0.0688283666968345,0.0779703110456466,4.716543382885273e-06,18,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
179,12.0,0.0544564425945282,0.0543293803930282,0.0499938055872917,0.0587655790150165,5.8227088936809545e-06,19,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
180,13.0,0.0380270603216356,0.0382483005523681,0.0330840200185775,0.0427822358906269,7.064932103447665e-06,18,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
181,14.0,0.0104765198535888,0.0010000007459893,0.001000000629574,0.0357170440256595,0.0002090857424932,17,140224,P0001,R4,T1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
182,1.0,0.8137356641472928,0.7653826845904815,0.4965773101454615,1.2380180661088855,0.0342000352078939,17,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
183,2.0,0.8348591112417536,0.830060365301093,0.5717865596682624,1.1390723045301183,0.0237683032172285,16,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
184,3.0,1.100904121054978,1.0997158006035122,0.8938739123883778,1.291979633543632,0.0124241825634353,16,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
185,4.0,1.6237575370550887,1.6107111826674847,1.422872596659443,1.911315291988756,0.0206807455521045,21,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
186,5.0,2.195000968258896,2.1568262601561528,2.02454742710088,2.533749694366697,0.0173819434724775,19,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
187,6.0,2.7842714310783183,2.7923066223387814,2.641803350450693,2.986059834692916,0.0053892936706914,18,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
188,7.0,3.784082156494444,3.726228891047606,3.64491704428125,4.144162738980391,0.0183555401387794,16,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
189,8.0,5.140356634805833,5.112127747615214,4.930878290917339,5.464796416804822,0.0199702205429311,21,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
190,9.0,7.025382490377531,7.020681670384786,6.980995060896196,7.081627292848871,0.0008901026691612,18,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
191,10.0,10.373242401704104,10.427240371925189,9.97697852400808,10.719701574813277,0.0417501211529285,17,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
192,11.0,13.67227762039665,13.654601216457744,12.825394519903396,14.5288933617248,0.1628432479251171,18,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
193,12.0,18.399442065200173,18.406247094404996,17.016764180005218,20.00247807208734,0.6673709752666507,19,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
194,13.0,26.42584980162007,26.145074924277875,23.37418742107138,30.22607287259749,3.415297457695633,18,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
195,14.0,663.9231124034746,999.9992540111742,27.997837650887003,999.999370426336,191327.36711703308,17,140224,P0001,R4,R1,T1mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
196,1.0,1.3135102534294127,1.2951865196228027,0.6920095682144165,2.4362714290618896,0.170829856834616,25,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
197,2.0,1.0654483909408252,1.071165382862091,0.6359022855758667,1.6837493181228638,0.0704609064274759,24,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
198,3.0,0.8944161669774489,0.8843225836753845,0.6716166138648987,1.1311887502670288,0.0195296685595597,22,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
199,4.0,0.646713866541783,0.6675589978694916,0.4732203185558319,0.7608362436294556,0.0051507414014957,24,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
200,5.0,0.4712379484072975,0.4824684262275696,0.3638622164726257,0.528010368347168,0.0014818629041154,23,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
201,6.0,0.3931245890756448,0.3953321278095245,0.3267045319080353,0.450680673122406,0.0008491397757156,24,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
202,7.0,0.3137335789700349,0.3173580020666122,0.2787190973758697,0.3432591557502746,0.000274945935624,24,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
203,8.0,0.2192699604413726,0.2184683606028556,0.1919934749603271,0.2350678294897079,0.0001001468770573,22,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
204,9.0,0.1582883484661579,0.1583209261298179,0.1523411870002746,0.1634654253721237,7.563248576411552e-06,24,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
205,10.0,0.1126961999613305,0.1130726709961891,0.1072242781519889,0.1179436221718788,7.068384305486943e-06,23,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
206,11.0,0.0881744125349955,0.0873907208442688,0.0846924036741256,0.0958461984992027,6.779130905517862e-06,22,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
207,12.0,0.0646875701135113,0.0647407174110412,0.057950459420681,0.0703571066260337,1.0268258610583098e-05,21,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
208,13.0,0.0504222574897787,0.0504341982305049,0.0406546704471111,0.0593676455318927,3.044956256745454e-05,22,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
209,14.0,0.0402725936201888,0.0410801209509372,0.0010000008624047,0.0601956956088542,0.0001160898216491,21,140224,P0001,R4,T1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
210,1.0,0.8403759928455827,0.772089567679588,0.4104632957030817,1.4450667244100213,0.0744617476546034,25,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
211,2.0,1.0020326566541404,0.93356523435089,0.5939126384412466,1.5725686519500557,0.0706832239426203,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
212,3.0,1.1454757873349706,1.1308569743661785,0.8840257647222355,1.4889447035048458,0.0314101077897493,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
213,4.0,1.567572197621521,1.498185347940015,1.314343274749438,2.1131806069777137,0.0374717189162273,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
214,5.0,2.1375797615693592,2.0726744915082222,1.893902203341768,2.7482930481055665,0.0366473288742613,23,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
215,6.0,2.5582055457792685,2.5296590534250365,2.218865950189964,3.0608696921336005,0.038544717717213,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
216,7.0,3.1965933316696145,3.151091274877678,2.913250770585454,3.5878416994564204,0.0302689729232898,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
217,8.0,4.570409387171531,4.577329941258659,4.254091264512158,5.208510342378232,0.0465344050949044,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
218,9.0,6.3195095503423175,6.316285018858723,6.117501592300222,6.564212999063721,0.0122848405892681,24,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
219,10.0,8.878388038546696,8.843869974856284,8.47862717445377,9.326246044599278,0.0445100611349599,23,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
220,11.0,11.350755863614928,11.44286770028632,10.433381977150802,11.80743439338125,0.1057948608475969,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
221,12.0,15.497144480862014,15.446229822430949,14.21320528877429,17.256118588131955,0.5976539447828332,21,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
222,13.0,20.0746072437079,19.827817549004354,16.844191664343366,24.59741990286036,4.947386916710643,22,140224,P0001,R4,R1,T2mimics,1,LLRv1,UBC,20243505,P0001,140224,LLRv1,01
